x,y
-2.0,-97.31973598580575
-1.7551020408163265,-96.49480122084451
-1.510204081632653,-32.47690290446134
-1.2653061224489797,33.30412381232245
-1.0204081632653061,51.725084261943095
-0.7755102040816326,94.65996726420313
-0.5306122448979593,22.876763049724367
-0.2857142857142858,64.90540028230262
-0.04081632653061229,140.47787364394117
0.204081632653061,176.99011126073077
0.44897959183673475,79.0384613086448
0.693877551020408,136.3907253683972
0.9387755102040813,182.79676660972825
1.183673469387755,129.11347894251145
1.4285714285714284,33.136816051971664
1.6734693877551021,200.27438012234592
1.9183673469387754,120.53076394538316
2.163265306122449,96.56508051224472
2.408163265306122,36.35551086921201
2.6530612244897958,188.61187803386588
2.8979591836734695,72.49629584074303
3.1428571428571423,93.25733890647666
3.387755102040816,113.99603725358642
3.63265306122449,12.436158234820986
3.8775510204081627,76.16236916790342
4.122448979591836,36.389740603522725
4.36734693877551,25.052072036222253
4.612244897959184,16.042260558876343
4.857142857142857,-14.897492159834387
5.1020408163265305,-3.5307724517570804
5.346938775510204,-72.36167786967341
5.591836734693877,-36.43722463099198
5.836734693877551,-108.7102521656665
6.081632653061224,-129.74070002959607
6.326530612244898,-60.18628821243443
6.571428571428571,-56.88779950800861
6.816326530612244,-185.2270418793162
7.061224489795919,-94.81792687560628
7.3061224489795915,-54.05516888100921
7.551020408163264,-36.28714276623194
7.795918367346939,-20.222493478947285
8.040816326530612,-124.91220795194943
8.285714285714285,-28.768680839253683
8.53061224489796,-70.14191140931669
8.775510204081632,-81.19274586968334
9.020408163265305,-49.10022659867222
9.26530612244898,3.748622586105589
9.510204081632653,-7.320540093509557
9.755102040816325,78.0204282734114
10.0,171.1543310248584
